Date,Time,Hour,Day_of_Week,Month,Day_Type,Peak_Hour,Train_ID,Origin_Station,Destination_Station,Route,Passenger_Count,Ticket_Type,Class_Type,Total_Capacity,Available_Seats,Temperature,Rainfall,Weather_Condition,Holiday,Event_Name
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,337,Reserved,2nd Class,500,163,30,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,310,Reserved,1st Class,500,190,28,9,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,198,Reserved,3rd Class,500,302,26,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,278,Reserved,3rd Class,500,222,27,11,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,297,Unreserved,2nd Class,500,203,29,0,Cloudy,Yes,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,314,Reserved,1st Class,500,186,27,0,Sunny,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,354,Unreserved,1st Class,500,146,32,0,Cloudy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,231,Reserved,2nd Class,500,269,30,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,251,Unreserved,2nd Class,500,249,28,15,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,168,Unreserved,3rd Class,500,332,27,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,417,Reserved,2nd Class,500,83,32,3,Rainy,Yes,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,338,Unreserved,1st Class,500,162,27,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,197,Unreserved,3rd Class,500,303,27,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,416,Reserved,2nd Class,500,84,27,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,153,Unreserved,1st Class,500,347,31,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,452,Unreserved,1st Class,500,48,28,0,Cloudy,Yes,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,333,Reserved,1st Class,500,167,32,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T201,Colombo Fort,Galle,Colombo Fort → Galle,171,Unreserved,3rd Class,500,329,30,0,Sunny,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,328,Unreserved,2nd Class,500,172,32,7,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T201,Colombo Fort,Galle,Colombo Fort → Galle,211,Unreserved,3rd Class,500,289,26,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,362,Unreserved,3rd Class,500,138,30,0,Sunny,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,332,Unreserved,3rd Class,500,168,26,8,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T202,Colombo Fort,Galle,Colombo Fort → Galle,145,Reserved,2nd Class,500,355,29,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,317,Reserved,3rd Class,500,183,29,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T202,Colombo Fort,Galle,Colombo Fort → Galle,259,Unreserved,3rd Class,500,241,30,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,322,Reserved,2nd Class,500,178,31,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,320,Unreserved,3rd Class,500,180,32,12,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T301,Colombo Fort,Galle,Colombo Fort → Galle,189,Unreserved,1st Class,500,311,31,12,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,350,Reserved,2nd Class,500,150,26,5,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T301,Colombo Fort,Galle,Colombo Fort → Galle,243,Unreserved,2nd Class,500,257,29,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,385,Reserved,2nd Class,500,115,30,0,Rainy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,296,Reserved,3rd Class,500,204,31,0,Cloudy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,221,Reserved,1st Class,500,279,32,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,280,Reserved,3rd Class,500,220,31,0,Cloudy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,160,Reserved,3rd Class,500,340,29,19,Rainy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,378,Unreserved,2nd Class,500,122,31,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,286,Unreserved,1st Class,500,214,26,13,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,221,Unreserved,1st Class,500,279,32,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,357,Unreserved,3rd Class,500,143,28,12,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,195,Unreserved,3rd Class,500,305,29,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,288,Reserved,1st Class,500,212,29,17,Rainy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,353,Reserved,3rd Class,500,147,28,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,110,Reserved,3rd Class,500,390,26,13,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,276,Unreserved,2nd Class,500,224,30,10,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,238,Unreserved,1st Class,500,262,26,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,371,Reserved,3rd Class,500,129,27,0,Sunny,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,311,Reserved,3rd Class,500,189,27,12,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,161,Reserved,3rd Class,500,339,28,0,Sunny,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,397,Reserved,3rd Class,500,103,28,0,Cloudy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,249,Reserved,3rd Class,500,251,28,0,Cloudy,Yes,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,306,Unreserved,1st Class,500,194,30,9,Rainy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,346,Reserved,1st Class,500,154,29,18,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,206,Reserved,3rd Class,500,294,27,12,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,355,Unreserved,1st Class,500,145,31,9,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,177,Unreserved,1st Class,500,323,32,2,Rainy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,316,Unreserved,3rd Class,500,184,32,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,241,Reserved,1st Class,500,259,30,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,172,Reserved,3rd Class,500,328,31,0,Sunny,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,434,Unreserved,1st Class,500,66,27,0,Cloudy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,222,Reserved,2nd Class,500,278,30,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,314,Reserved,2nd Class,500,186,31,0,Sunny,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,361,Reserved,1st Class,500,139,32,4,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,177,Reserved,3rd Class,500,323,27,6,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,314,Reserved,2nd Class,500,186,31,0,Cloudy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,172,Reserved,3rd Class,500,328,26,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,313,Reserved,3rd Class,500,187,27,0,Sunny,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,296,Unreserved,3rd Class,500,204,26,1,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,176,Unreserved,3rd Class,500,324,26,15,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,348,Reserved,1st Class,500,152,29,0,Cloudy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,200,Unreserved,3rd Class,500,300,31,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,453,Reserved,1st Class,500,47,26,0,Sunny,Yes,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,329,Unreserved,1st Class,500,171,27,0,Cloudy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,232,Reserved,3rd Class,500,268,28,13,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,379,Reserved,1st Class,500,121,27,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,209,Unreserved,2nd Class,500,291,32,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,321,Reserved,1st Class,500,179,28,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,386,Unreserved,3rd Class,500,114,26,0,Cloudy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,125,Reserved,1st Class,500,375,27,0,Sunny,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,369,Reserved,1st Class,500,131,29,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,166,Unreserved,2nd Class,500,334,32,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,369,Unreserved,2nd Class,500,131,28,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,372,Unreserved,3rd Class,500,128,28,0,Cloudy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,187,Unreserved,3rd Class,500,313,31,18,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,328,Unreserved,2nd Class,500,172,28,6,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,176,Unreserved,3rd Class,500,324,26,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,384,Unreserved,2nd Class,500,116,26,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,263,Unreserved,2nd Class,500,237,27,2,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,188,Unreserved,3rd Class,500,312,31,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,296,Reserved,1st Class,500,204,27,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,149,Unreserved,2nd Class,500,351,31,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,393,Reserved,2nd Class,500,107,30,9,Rainy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,359,Reserved,1st Class,500,141,28,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,179,Reserved,1st Class,500,321,31,10,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,356,Unreserved,1st Class,500,144,32,0,Cloudy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,208,Unreserved,1st Class,500,292,31,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,348,Unreserved,3rd Class,500,152,30,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,415,Reserved,1st Class,500,85,29,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,207,Reserved,1st Class,500,293,29,2,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,368,Unreserved,2nd Class,500,132,32,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,235,Unreserved,1st Class,500,265,31,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,371,Reserved,1st Class,500,129,28,0,Sunny,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,382,Unreserved,1st Class,500,118,29,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,229,Unreserved,3rd Class,500,271,29,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,360,Unreserved,1st Class,500,140,27,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,145,Unreserved,2nd Class,500,355,29,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,294,Reserved,1st Class,500,206,26,19,Rainy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,339,Unreserved,3rd Class,500,161,26,18,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T101,Colombo Fort,Matara,Colombo Fort → Matara,140,Unreserved,1st Class,500,360,31,0,Sunny,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,379,Unreserved,2nd Class,500,121,26,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T101,Colombo Fort,Matara,Colombo Fort → Matara,187,Reserved,3rd Class,500,313,32,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,378,Reserved,3rd Class,500,122,31,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,349,Unreserved,3rd Class,500,151,32,0,Sunny,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T102,Colombo Fort,Matara,Colombo Fort → Matara,214,Unreserved,3rd Class,500,286,31,6,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,353,Reserved,2nd Class,500,147,27,3,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T102,Colombo Fort,Matara,Colombo Fort → Matara,196,Unreserved,3rd Class,500,304,27,0,Rainy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,282,Unreserved,1st Class,500,218,32,11,Rainy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,358,Reserved,1st Class,500,142,30,8,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T201,Colombo Fort,Matara,Colombo Fort → Matara,146,Reserved,1st Class,500,354,30,0,Sunny,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,362,Reserved,1st Class,500,138,30,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T201,Colombo Fort,Matara,Colombo Fort → Matara,196,Unreserved,2nd Class,500,304,29,0,Sunny,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,414,Unreserved,2nd Class,500,86,31,19,Rainy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,315,Reserved,2nd Class,500,185,26,4,Rainy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T202,Colombo Fort,Matara,Colombo Fort → Matara,107,Unreserved,2nd Class,500,393,26,9,Rainy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,262,Unreserved,2nd Class,500,238,30,15,Rainy,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T202,Colombo Fort,Matara,Colombo Fort → Matara,233,Unreserved,3rd Class,500,267,29,0,Cloudy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,350,Reserved,3rd Class,500,150,32,0,Cloudy,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,369,Unreserved,3rd Class,500,131,26,0,Cloudy,No,
2025-11-25,06:00,6,Tuesday,November,Weekday,No,T301,Colombo Fort,Matara,Colombo Fort → Matara,201,Unreserved,2nd Class,500,299,27,0,Cloudy,No,
2025-11-25,08:00,8,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,315,Unreserved,3rd Class,500,185,30,0,Sunny,No,
2025-11-25,12:00,12,Tuesday,November,Weekday,No,T301,Colombo Fort,Matara,Colombo Fort → Matara,142,Reserved,3rd Class,500,358,29,2,Rainy,No,
2025-11-25,17:00,17,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,319,Unreserved,3rd Class,500,181,31,0,Sunny,No,
2025-11-25,19:00,19,Tuesday,November,Weekday,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,367,Reserved,1st Class,500,133,27,0,Sunny,No,
2025-11-26,06:00,6,Wednesday,November,Weekday,No,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,141,Reserved,3rd Class,500,359,30,12,Rainy,No,
2025-11-26,08:00,8,Wednesday,November,Weekday,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,349,Unreserved,3rd Class,500,151,27,0,Cloudy,No,
2025-11-26,12:00,12,Wednesday,November,Weekday,No,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,192,Unreserved,2nd Class,500,308,26,0,Sunny,No,
2025-11-26,17:00,17,Wednesday,November,Weekday,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,260,Unreserved,1st Class,500,240,29,7,Rainy,No,
2025-11-26,19:00,19,Wednesday,November,Weekday,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,362,Reserved,2nd Class,500,138,27,0,Rainy,No,
2025-11-26,06:00,6,Wednesday,November,Weekday,No,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,228,Reserved,2nd Class,500,272,31,0,Cloudy,No,
2025-11-26,08:00,8,Wednesday,November,Weekday,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,519,Unreserved,3rd Class,500,0,26,0,Sunny,Yes,
2025-11-26,12:00,12,Wednesday,November,Weekday,No,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,154,Unreserved,2nd Class,500,346,32,0,Rainy,No,
2025-11-26,17:00,17,Wednesday,November,Weekday,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,328,Reserved,3rd Class,500,172,28,0,Cloudy,No,
2025-11-26,19:00,19,Wednesday,November,Weekday,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,304,Unreserved,1st Class,500,196,30,8,Rainy,No,
2025-11-26,06:00,6,Wednesday,November,Weekday,No,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,218,Unreserved,3rd Class,500,282,28,0,Cloudy,No,
2025-11-26,08:00,8,Wednesday,November,Weekday,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,350,Reserved,1st Class,500,150,28,7,Rainy,No,
2025-11-26,12:00,12,Wednesday,November,Weekday,No,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,139,Unreserved,1st Class,500,361,32,4,Rainy,No,
2025-11-26,17:00,17,Wednesday,November,Weekday,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,332,Unreserved,2nd Class,500,168,28,0,Cloudy,No,
2025-11-26,19:00,19,Wednesday,November,Weekday,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,434,Unreserved,1st Class,500,66,26,10,Rainy,No,
2025-11-26,06:00,6,Wednesday,November,Weekday,No,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,250,Unreserved,3rd Class,500,250,30,0,Cloudy,No,
2025-11-26,08:00,8,Wednesday,November,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,362,Unreserved,2nd Class,500,138,27,0,Cloudy,No,
2025-11-26,12:00,12,Wednesday,November,Weekday,No,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,219,Reserved,3rd Class,500,281,30,11,Rainy,No,
2025-11-26,17:00,17,Wednesday,November,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,337,Unreserved,1st Class,500,163,31,0,Cloudy,No,
2025-11-26,19:00,19,Wednesday,November,Weekday,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,246,Reserved,1st Class,500,254,31,3,Rainy,No,
2025-11-26,06:00,6,Wednesday,November,Weekday,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,163,Unreserved,3rd Class,500,337,30,4,Rainy,No,
2025-11-26,08:00,8,Wednesday,November,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,361,Unreserved,1st Class,500,139,27,0,Cloudy,No,
2025-11-26,12:00,12,Wednesday,November,Weekday,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,160,Reserved,2nd Class,500,340,27,0,Cloudy,No,
2025-11-26,17:00,17,Wednesday,November,Weekday,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,291,Reserved,3rd Class,500,209,28,0,Cloudy,No,
