date,route,train_type,class,base_capacity,predicted_demand,allocated_seats,actual_tickets_sold,seat_utilization_pct
2024-10-03,Maradana - Avissawella,Slow/Local,2nd Class,150,118,180,142,65.56
2024-10-03,Maradana - Avissawella,Slow/Local,3rd Class,325,256,290,316,88.28
2024-10-04,Colombo Fort - Anuradhapura,Express,1st Class,45,41,54,41,75.93
2024-10-04,Colombo Fort - Anuradhapura,Express,2nd Class,270,240,324,243,74.07
2024-10-04,Colombo Fort - Anuradhapura,Express,3rd Class,585,522,522,543,100.0
2024-10-04,Colombo Fort - Badulla,Slow/Local,1st Class,25,22,22,25,100.0
2024-10-04,Colombo Fort - Badulla,Slow/Local,2nd Class,150,132,132,143,100.0
2024-10-04,Colombo Fort - Badulla,Slow/Local,3rd Class,325,298,346,325,86.13
2024-10-04,Colombo Fort - Galle,Intercity,1st Class,37,33,44,25,75.0
2024-10-04,Colombo Fort - Galle,Intercity,2nd Class,225,197,270,145,72.96
2024-10-04,Colombo Fort - Galle,Intercity,3rd Class,487,434,435,323,99.77
2024-10-04,Colombo Fort - Galle,Slow/Local,1st Class,25,21,30,20,70.0
2024-10-04,Colombo Fort - Galle,Slow/Local,2nd Class,150,136,180,121,75.56
2024-10-04,Colombo Fort - Galle,Slow/Local,3rd Class,325,289,290,253,99.66
2024-10-04,Colombo Fort - Jaffna,Intercity,1st Class,37,33,44,33,75.0
2024-10-04,Colombo Fort - Jaffna,Intercity,2nd Class,225,196,270,225,72.59
2024-10-04,Colombo Fort - Jaffna,Intercity,3rd Class,487,425,435,461,97.7
2024-10-04,Colombo Fort - Jaffna,Slow/Local,1st Class,25,23,23,19,100.0
2024-10-04,Colombo Fort - Jaffna,Slow/Local,2nd Class,150,135,135,115,100.0
2024-10-04,Colombo Fort - Jaffna,Slow/Local,3rd Class,325,297,342,246,86.84
2024-10-04,Colombo Fort - Kandy,Intercity,1st Class,37,34,44,24,77.27
2024-10-04,Colombo Fort - Kandy,Intercity,2nd Class,225,198,270,157,73.33
2024-10-04,Colombo Fort - Kandy,Intercity,3rd Class,487,431,435,319,99.08
2024-10-04,Colombo Fort - Negombo,Slow/Local,1st Class,25,22,30,22,73.33
2024-10-04,Colombo Fort - Negombo,Slow/Local,2nd Class,150,132,180,131,73.33
2024-10-04,Colombo Fort - Negombo,Slow/Local,3rd Class,325,286,290,268,98.62
2024-10-04,Colombo Fort - Puttalam,Intercity,1st Class,37,32,44,36,72.73
2024-10-04,Colombo Fort - Puttalam,Intercity,2nd Class,225,198,270,209,73.33
2024-10-04,Colombo Fort - Puttalam,Intercity,3rd Class,487,424,435,477,97.47
2024-10-04,Colombo Fort - Vavuniya,Express,1st Class,45,40,54,27,74.07
2024-10-04,Colombo Fort - Vavuniya,Express,2nd Class,270,234,324,155,72.22
2024-10-04,Colombo Fort - Vavuniya,Express,3rd Class,585,510,522,397,97.7
2024-10-04,Maradana - Avissawella,Intercity,1st Class,37,36,44,37,81.82
2024-10-04,Maradana - Avissawella,Intercity,2nd Class,225,195,270,208,72.22
2024-10-04,Maradana - Avissawella,Intercity,3rd Class,487,425,435,483,97.7
2024-10-05,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,22,22,21,100.0
2024-10-05,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,134,134,118,100.0
2024-10-05,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,295,344,249,85.76
2024-10-05,Colombo Fort - Galle,Intercity,1st Class,37,32,44,35,72.73
2024-10-05,Colombo Fort - Galle,Intercity,2nd Class,225,201,270,225,74.44
2024-10-05,Colombo Fort - Galle,Intercity,3rd Class,487,427,435,487,98.16
2024-10-05,Colombo Fort - Jaffna,Intercity,1st Class,37,33,44,35,75.0
2024-10-05,Colombo Fort - Jaffna,Intercity,2nd Class,225,199,270,205,73.7
2024-10-05,Colombo Fort - Jaffna,Intercity,3rd Class,487,429,435,427,98.62
2024-10-05,Colombo Fort - Kurunegala,Express,1st Class,45,39,54,37,72.22
2024-10-05,Colombo Fort - Kurunegala,Express,2nd Class,270,234,324,225,72.22
2024-10-05,Colombo Fort - Kurunegala,Express,3rd Class,585,457,522,545,87.55
2024-10-05,Colombo Fort - Negombo,Night Mail,1st Class,32,28,38,28,73.68
2024-10-05,Colombo Fort - Negombo,Night Mail,2nd Class,195,173,234,187,73.93
2024-10-05,Colombo Fort - Negombo,Night Mail,3rd Class,422,377,377,379,100.0
2024-10-05,Colombo Fort - Ratnapura,Intercity,1st Class,37,33,44,37,75.0
2024-10-05,Colombo Fort - Ratnapura,Intercity,2nd Class,225,199,270,206,73.7
2024-10-05,Colombo Fort - Ratnapura,Intercity,3rd Class,487,427,435,475,98.16
2024-10-05,Colombo Fort - Trincomalee,Night Mail,1st Class,32,28,28,28,100.0
2024-10-05,Colombo Fort - Trincomalee,Night Mail,2nd Class,195,175,175,178,100.0
2024-10-05,Colombo Fort - Trincomalee,Night Mail,3rd Class,422,384,446,390,86.1
2024-10-06,Colombo Fort - Badulla,Express,1st Class,45,40,40,39,100.0
2024-10-06,Colombo Fort - Badulla,Express,2nd Class,270,241,241,209,100.0
2024-10-06,Colombo Fort - Badulla,Express,3rd Class,585,542,619,451,87.56
2024-10-06,Colombo Fort - Galle,Express,1st Class,45,39,54,44,72.22
2024-10-06,Colombo Fort - Galle,Express,2nd Class,270,229,324,270,70.68
2024-10-06,Colombo Fort - Galle,Express,3rd Class,585,487,522,571,93.3
2024-10-06,Colombo Fort - Jaffna,Night Mail,1st Class,32,29,38,24,76.32
2024-10-06,Colombo Fort - Jaffna,Night Mail,2nd Class,195,173,234,160,73.93
2024-10-06,Colombo Fort - Jaffna,Night Mail,3rd Class,422,377,377,329,100.0
2024-10-06,Colombo Fort - Kurunegala,Night Mail,1st Class,32,29,29,29,100.0
2024-10-06,Colombo Fort - Kurunegala,Night Mail,2nd Class,195,173,173,195,100.0
2024-10-06,Colombo Fort - Kurunegala,Night Mail,3rd Class,422,384,447,399,85.91
2024-10-06,Colombo Fort - Puttalam,Intercity,1st Class,37,32,44,37,72.73
2024-10-06,Colombo Fort - Puttalam,Intercity,2nd Class,225,199,270,211,73.7
2024-10-06,Colombo Fort - Puttalam,Intercity,3rd Class,487,429,435,487,98.62
2024-10-06,Colombo Fort - Puttalam,Slow/Local,1st Class,25,22,22,23,100.0
2024-10-06,Colombo Fort - Puttalam,Slow/Local,2nd Class,150,131,131,142,100.0
2024-10-06,Colombo Fort - Puttalam,Slow/Local,3rd Class,325,292,347,292,84.15
2024-10-06,Colombo Fort - Vavuniya,Intercity,1st Class,37,33,44,37,75.0
2024-10-06,Colombo Fort - Vavuniya,Intercity,2nd Class,225,198,270,225,73.33
2024-10-06,Colombo Fort - Vavuniya,Intercity,3rd Class,487,430,435,487,98.85
2024-10-06,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,22,22,23,100.0
2024-10-06,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,133,133,143,100.0
2024-10-06,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,298,345,313,86.38
2024-10-06,Kandy - Badulla,Intercity,1st Class,37,33,44,37,75.0
2024-10-06,Kandy - Badulla,Intercity,2nd Class,225,200,270,225,74.07
2024-10-06,Kandy - Badulla,Intercity,3rd Class,487,427,435,487,98.16
2024-10-07,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,21,30,20,70.0
2024-10-07,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,118,180,111,65.56
2024-10-07,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,261,290,220,90.0
2024-10-07,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,19,30,24,63.33
2024-10-07,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,119,180,139,66.11
2024-10-07,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,255,290,307,87.93
2024-10-07,Colombo Fort - Galle,Intercity,1st Class,37,30,44,36,68.18
2024-10-07,Colombo Fort - Galle,Intercity,2nd Class,225,181,270,212,67.04
2024-10-07,Colombo Fort - Galle,Intercity,3rd Class,487,373,435,487,85.75
2024-10-07,Colombo Fort - Jaffna,Night Mail,1st Class,32,28,38,17,73.68
2024-10-07,Colombo Fort - Jaffna,Night Mail,2nd Class,195,158,234,118,67.52
2024-10-07,Colombo Fort - Jaffna,Night Mail,3rd Class,422,353,377,221,93.63
2024-10-07,Colombo Fort - Matara,Express,1st Class,45,35,54,34,64.81
2024-10-07,Colombo Fort - Matara,Express,2nd Class,270,214,324,185,66.05
2024-10-07,Colombo Fort - Matara,Express,3rd Class,585,448,522,436,85.82
2024-10-07,Colombo Fort - Negombo,Express,1st Class,45,36,54,45,66.67
2024-10-07,Colombo Fort - Negombo,Express,2nd Class,270,215,324,269,66.36
2024-10-07,Colombo Fort - Negombo,Express,3rd Class,585,444,522,574,85.06
2024-10-07,Colombo Fort - Negombo,Slow/Local,1st Class,25,20,30,23,66.67
2024-10-07,Colombo Fort - Negombo,Slow/Local,2nd Class,150,118,180,149,65.56
2024-10-07,Colombo Fort - Negombo,Slow/Local,3rd Class,325,255,290,311,87.93
2024-10-07,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,20,30,17,66.67
2024-10-07,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,118,180,107,65.56
2024-10-07,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,252,290,225,86.9
2024-10-07,Kandy - Badulla,Express,1st Class,45,35,54,35,64.81
2024-10-07,Kandy - Badulla,Express,2nd Class,270,217,324,214,66.98
2024-10-07,Kandy - Badulla,Express,3rd Class,585,463,522,508,88.7
2024-10-07,Kandy - Badulla,Night Mail,1st Class,32,27,38,24,71.05
2024-10-07,Kandy - Badulla,Night Mail,2nd Class,195,160,234,160,68.38
2024-10-07,Kandy - Badulla,Night Mail,3rd Class,422,352,377,340,93.37
2024-10-07,Maradana - Avissawella,Night Mail,1st Class,32,28,38,24,73.68
2024-10-07,Maradana - Avissawella,Night Mail,2nd Class,195,167,234,155,71.37
2024-10-07,Maradana - Avissawella,Night Mail,3rd Class,422,364,377,318,96.55
2024-10-08,Colombo Fort - Anuradhapura,Intercity,1st Class,37,30,44,21,68.18
2024-10-08,Colombo Fort - Anuradhapura,Intercity,2nd Class,225,185,270,147,68.52
2024-10-08,Colombo Fort - Anuradhapura,Intercity,3rd Class,487,397,435,303,91.26
2024-10-08,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,21,30,21,70.0
2024-10-08,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,117,180,142,65.0
2024-10-08,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,255,290,294,87.93
2024-10-08,Colombo Fort - Galle,Express,1st Class,45,35,54,45,64.81
2024-10-08,Colombo Fort - Galle,Express,2nd Class,270,212,324,257,65.43
2024-10-08,Colombo Fort - Galle,Express,3rd Class,585,430,522,569,82.38
2024-10-08,Colombo Fort - Jaffna,Express,1st Class,45,35,54,40,64.81
2024-10-08,Colombo Fort - Jaffna,Express,2nd Class,270,216,324,251,66.67
2024-10-08,Colombo Fort - Jaffna,Express,3rd Class,585,479,522,539,91.76
2024-10-08,Colombo Fort - Kandy,Express,1st Class,45,34,54,30,62.96
2024-10-08,Colombo Fort - Kandy,Express,2nd Class,270,212,324,193,65.43
2024-10-08,Colombo Fort - Kandy,Express,3rd Class,585,450,522,407,86.21
2024-10-08,Colombo Fort - Kandy,Slow/Local,1st Class,25,19,30,25,63.33
2024-10-08,Colombo Fort - Kandy,Slow/Local,2nd Class,150,116,180,144,64.44
2024-10-08,Colombo Fort - Kandy,Slow/Local,3rd Class,325,260,290,311,89.66
2024-10-08,Colombo Fort - Matara,Intercity,1st Class,37,30,44,27,68.18
2024-10-08,Colombo Fort - Matara,Intercity,2nd Class,225,178,270,172,65.93
2024-10-08,Colombo Fort - Matara,Intercity,3rd Class,487,385,435,337,88.51
2024-10-08,Colombo Fort - Puttalam,Slow/Local,1st Class,25,21,30,16,70.0
2024-10-08,Colombo Fort - Puttalam,Slow/Local,2nd Class,150,120,180,81,66.67
2024-10-08,Colombo Fort - Puttalam,Slow/Local,3rd Class,325,255,290,177,87.93
2024-10-08,Colombo Fort - Trincomalee,Express,1st Class,45,35,54,41,64.81
2024-10-08,Colombo Fort - Trincomalee,Express,2nd Class,270,211,324,270,65.12
2024-10-08,Colombo Fort - Trincomalee,Express,3rd Class,585,466,522,520,89.27
2024-10-09,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,20,30,23,66.67
2024-10-09,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,119,180,148,66.11
2024-10-09,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,258,290,324,88.97
2024-10-09,Colombo Fort - Badulla,Express,1st Class,45,35,54,45,64.81
2024-10-09,Colombo Fort - Badulla,Express,2nd Class,270,209,324,264,64.51
2024-10-09,Colombo Fort - Badulla,Express,3rd Class,585,468,522,550,89.66
2024-10-09,Colombo Fort - Badulla,Intercity,1st Class,37,29,44,31,65.91
2024-10-09,Colombo Fort - Badulla,Intercity,2nd Class,225,175,270,172,64.81
2024-10-09,Colombo Fort - Badulla,Intercity,3rd Class,487,363,435,395,83.45
2024-10-09,Colombo Fort - Batticaloa,Express,1st Class,45,35,54,36,64.81
2024-10-09,Colombo Fort - Batticaloa,Express,2nd Class,270,213,324,222,65.74
2024-10-09,Colombo Fort - Batticaloa,Express,3rd Class,585,470,522,450,90.04
2024-10-09,Colombo Fort - Galle,Slow/Local,1st Class,25,20,30,25,66.67
2024-10-09,Colombo Fort - Galle,Slow/Local,2nd Class,150,122,180,150,67.78
2024-10-09,Colombo Fort - Galle,Slow/Local,3rd Class,325,261,290,325,90.0
2024-10-09,Colombo Fort - Kandy,Express,1st Class,45,34,54,26,62.96
2024-10-09,Colombo Fort - Kandy,Express,2nd Class,270,209,324,171,64.51
2024-10-09,Colombo Fort - Kandy,Express,3rd Class,585,455,522,394,87.16
2024-10-09,Colombo Fort - Kandy,Slow/Local,1st Class,25,20,30,25,66.67
2024-10-09,Colombo Fort - Kandy,Slow/Local,2nd Class,150,119,180,150,66.11
2024-10-09,Colombo Fort - Kandy,Slow/Local,3rd Class,325,253,290,319,87.24
2024-10-09,Colombo Fort - Matara,Slow/Local,1st Class,25,20,30,21,66.67
2024-10-09,Colombo Fort - Matara,Slow/Local,2nd Class,150,118,180,123,65.56
2024-10-09,Colombo Fort - Matara,Slow/Local,3rd Class,325,257,290,275,88.62
2024-10-09,Colombo Fort - Trincomalee,Slow/Local,1st Class,25,20,30,24,66.67
2024-10-09,Colombo Fort - Trincomalee,Slow/Local,2nd Class,150,117,180,150,65.0
2024-10-09,Colombo Fort - Trincomalee,Slow/Local,3rd Class,325,256,290,323,88.28
2024-10-09,Colombo Fort - Vavuniya,Intercity,1st Class,37,29,44,26,65.91
2024-10-09,Colombo Fort - Vavuniya,Intercity,2nd Class,225,182,270,158,67.41
2024-10-09,Colombo Fort - Vavuniya,Intercity,3rd Class,487,372,435,395,85.52
2024-10-10,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,20,30,12,66.67
2024-10-10,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,120,180,71,66.67
2024-10-10,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,263,290,136,90.69
2024-10-10,Colombo Fort - Matara,Express,1st Class,45,35,54,28,64.81
2024-10-10,Colombo Fort - Matara,Express,2nd Class,270,214,324,163,66.05
2024-10-10,Colombo Fort - Matara,Express,3rd Class,585,448,522,356,85.82
2024-10-10,Colombo Fort - Negombo,Slow/Local,1st Class,25,20,30,25,66.67
2024-10-10,Colombo Fort - Negombo,Slow/Local,2nd Class,150,118,180,150,65.56
2024-10-10,Colombo Fort - Negombo,Slow/Local,3rd Class,325,257,290,308,88.62
2024-10-10,Colombo Fort - Puttalam,Intercity,1st Class,37,30,44,25,68.18
2024-10-10,Colombo Fort - Puttalam,Intercity,2nd Class,225,184,270,152,68.15
2024-10-10,Colombo Fort - Puttalam,Intercity,3rd Class,487,375,435,344,86.21
2024-10-10,Colombo Fort - Puttalam,Slow/Local,1st Class,25,19,30,24,63.33
2024-10-10,Colombo Fort - Puttalam,Slow/Local,2nd Class,150,114,180,150,63.33
2024-10-10,Colombo Fort - Puttalam,Slow/Local,3rd Class,325,256,290,298,88.28
2024-10-10,Colombo Fort - Trincomalee,Slow/Local,1st Class,25,20,30,10,66.67
2024-10-10,Colombo Fort - Trincomalee,Slow/Local,2nd Class,150,120,180,65,66.67
2024-10-10,Colombo Fort - Trincomalee,Slow/Local,3rd Class,325,257,290,122,88.62
2024-10-10,Colombo Fort - Vavuniya,Express,1st Class,45,36,54,23,66.67
2024-10-10,Colombo Fort - Vavuniya,Express,2nd Class,270,206,324,146,63.58
2024-10-10,Colombo Fort - Vavuniya,Express,3rd Class,585,458,522,328,87.74
2024-10-10,Colombo Fort - Vavuniya,Intercity,1st Class,37,30,44,26,68.18
2024-10-10,Colombo Fort - Vavuniya,Intercity,2nd Class,225,182,270,141,67.41
2024-10-10,Colombo Fort - Vavuniya,Intercity,3rd Class,487,375,435,314,86.21
2024-10-10,Kandy - Badulla,Intercity,1st Class,37,30,44,29,68.18
2024-10-10,Kandy - Badulla,Intercity,2nd Class,225,183,270,172,67.78
2024-10-10,Kandy - Badulla,Intercity,3rd Class,487,375,435,404,86.21
2024-10-10,Maradana - Avissawella,Intercity,1st Class,37,30,44,23,68.18
2024-10-10,Maradana - Avissawella,Intercity,2nd Class,225,179,270,137,66.3
2024-10-10,Maradana - Avissawella,Intercity,3rd Class,487,375,435,342,86.21
2024-10-11,Colombo Fort - Anuradhapura,Night Mail,1st Class,32,28,38,26,73.68
2024-10-11,Colombo Fort - Anuradhapura,Night Mail,2nd Class,195,175,234,152,74.79
2024-10-11,Colombo Fort - Anuradhapura,Night Mail,3rd Class,422,374,377,382,99.2
2024-10-11,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,22,30,16,73.33
2024-10-11,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,133,180,112,73.89
2024-10-11,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,241,290,222,83.1
2024-10-11,Colombo Fort - Badulla,Night Mail,1st Class,32,27,38,30,71.05
2024-10-11,Colombo Fort - Badulla,Night Mail,2nd Class,195,177,234,179,75.64
2024-10-11,Colombo Fort - Badulla,Night Mail,3rd Class,422,363,377,408,96.29
2024-10-11,Colombo Fort - Batticaloa,Intercity,1st Class,37,32,44,34,72.73
2024-10-11,Colombo Fort - Batticaloa,Intercity,2nd Class,225,196,270,225,72.59
2024-10-11,Colombo Fort - Batticaloa,Intercity,3rd Class,487,428,435,479,98.39
2024-10-11,Colombo Fort - Jaffna,Express,1st Class,45,39,54,42,72.22
2024-10-11,Colombo Fort - Jaffna,Express,2nd Class,270,233,324,238,71.91
2024-10-11,Colombo Fort - Jaffna,Express,3rd Class,585,516,522,559,98.85
2024-10-11,Colombo Fort - Jaffna,Slow/Local,1st Class,25,23,23,19,100.0
2024-10-11,Colombo Fort - Jaffna,Slow/Local,2nd Class,150,134,134,108,100.0
2024-10-11,Colombo Fort - Jaffna,Slow/Local,3rd Class,325,295,343,256,86.01
2024-10-11,Colombo Fort - Kurunegala,Slow/Local,1st Class,25,22,30,23,73.33
2024-10-11,Colombo Fort - Kurunegala,Slow/Local,2nd Class,150,133,180,150,73.89
2024-10-11,Colombo Fort - Kurunegala,Slow/Local,3rd Class,325,288,290,325,99.31
2024-10-11,Colombo Fort - Matara,Express,1st Class,45,40,40,41,100.0
2024-10-11,Colombo Fort - Matara,Express,2nd Class,270,238,238,270,100.0
2024-10-11,Colombo Fort - Matara,Express,3rd Class,585,528,622,585,84.89
2024-10-11,Colombo Fort - Negombo,Express,1st Class,45,38,54,43,70.37
2024-10-11,Colombo Fort - Negombo,Express,2nd Class,270,232,324,259,71.6
2024-10-11,Colombo Fort - Negombo,Express,3rd Class,585,468,522,585,89.66
2024-10-11,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,22,22,17,100.0
2024-10-11,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,133,133,104,100.0
2024-10-11,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,293,345,225,84.93
2024-10-11,Kandy - Badulla,Intercity,1st Class,37,33,44,37,75.0
2024-10-11,Kandy - Badulla,Intercity,2nd Class,225,200,270,210,74.07
2024-10-11,Kandy - Badulla,Intercity,3rd Class,487,426,435,487,97.93
2024-10-12,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,21,21,25,100.0
2024-10-12,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,131,131,150,100.0
2024-10-12,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,294,348,325,84.48
2024-10-12,Colombo Fort - Badulla,Intercity,1st Class,37,33,33,36,100.0
2024-10-12,Colombo Fort - Badulla,Intercity,2nd Class,225,201,201,224,100.0
2024-10-12,Colombo Fort - Badulla,Intercity,3rd Class,487,436,515,471,84.66
2024-10-12,Colombo Fort - Badulla,Slow/Local,1st Class,25,23,23,24,100.0
2024-10-12,Colombo Fort - Badulla,Slow/Local,2nd Class,150,135,135,146,100.0
2024-10-12,Colombo Fort - Badulla,Slow/Local,3rd Class,325,304,342,313,88.89
2024-10-12,Colombo Fort - Batticaloa,Intercity,1st Class,37,33,44,35,75.0
2024-10-12,Colombo Fort - Batticaloa,Intercity,2nd Class,225,201,270,225,74.44
2024-10-12,Colombo Fort - Batticaloa,Intercity,3rd Class,487,431,435,478,99.08
2024-10-12,Colombo Fort - Kurunegala,Slow/Local,1st Class,25,22,22,21,100.0
2024-10-12,Colombo Fort - Kurunegala,Slow/Local,2nd Class,150,135,135,133,100.0
2024-10-12,Colombo Fort - Kurunegala,Slow/Local,3rd Class,325,300,343,303,87.46
2024-10-12,Colombo Fort - Ratnapura,Express,1st Class,45,38,54,40,70.37
2024-10-12,Colombo Fort - Ratnapura,Express,2nd Class,270,235,324,254,72.53
2024-10-12,Colombo Fort - Ratnapura,Express,3rd Class,585,459,522,520,87.93
2024-10-12,Colombo Fort - Ratnapura,Slow/Local,1st Class,25,22,22,25,100.0
2024-10-12,Colombo Fort - Ratnapura,Slow/Local,2nd Class,150,134,134,146,100.0
2024-10-12,Colombo Fort - Ratnapura,Slow/Local,3rd Class,325,297,344,325,86.34
2024-10-12,Maradana - Avissawella,Express,1st Class,45,39,54,33,72.22
2024-10-12,Maradana - Avissawella,Express,2nd Class,270,236,324,195,72.84
2024-10-12,Maradana - Avissawella,Express,3rd Class,585,514,522,457,98.47
2024-10-13,Colombo Fort - Badulla,Slow/Local,1st Class,25,23,23,22,100.0
2024-10-13,Colombo Fort - Badulla,Slow/Local,2nd Class,150,135,135,132,100.0
2024-10-13,Colombo Fort - Badulla,Slow/Local,3rd Class,325,301,342,298,88.01
2024-10-13,Colombo Fort - Batticaloa,Express,1st Class,45,41,54,33,75.93
2024-10-13,Colombo Fort - Batticaloa,Express,2nd Class,270,238,324,193,73.46
2024-10-13,Colombo Fort - Batticaloa,Express,3rd Class,585,519,522,461,99.43
2024-10-13,Colombo Fort - Galle,Express,1st Class,45,39,54,33,72.22
2024-10-13,Colombo Fort - Galle,Express,2nd Class,270,232,324,230,71.6
2024-10-13,Colombo Fort - Galle,Express,3rd Class,585,492,522,508,94.25
2024-10-13,Colombo Fort - Galle,Slow/Local,1st Class,25,22,22,25,100.0
2024-10-13,Colombo Fort - Galle,Slow/Local,2nd Class,150,135,135,145,100.0
2024-10-13,Colombo Fort - Galle,Slow/Local,3rd Class,325,293,343,301,85.42
2024-10-13,Colombo Fort - Kandy,Express,1st Class,45,41,41,45,100.0
2024-10-13,Colombo Fort - Kandy,Express,2nd Class,270,234,234,264,100.0
2024-10-13,Colombo Fort - Kandy,Express,3rd Class,585,523,625,585,83.68
2024-10-13,Colombo Fort - Ratnapura,Express,1st Class,45,38,54,33,70.37
2024-10-13,Colombo Fort - Ratnapura,Express,2nd Class,270,229,324,244,70.68
2024-10-13,Colombo Fort - Ratnapura,Express,3rd Class,585,451,522,524,86.4
2024-10-13,Colombo Fort - Trincomalee,Intercity,1st Class,37,31,44,37,70.45
2024-10-13,Colombo Fort - Trincomalee,Intercity,2nd Class,225,197,270,204,72.96
2024-10-13,Colombo Fort - Trincomalee,Intercity,3rd Class,487,423,435,482,97.24
2024-10-13,Colombo Fort - Trincomalee,Night Mail,1st Class,32,29,29,31,100.0
2024-10-13,Colombo Fort - Trincomalee,Night Mail,2nd Class,195,180,180,177,100.0
2024-10-13,Colombo Fort - Trincomalee,Night Mail,3rd Class,422,388,440,383,88.18
2024-10-13,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,22,22,25,100.0
2024-10-13,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,130,130,150,100.0
2024-10-13,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,300,348,325,86.21
2024-10-14,Colombo Fort - Batticaloa,Intercity,1st Class,37,30,44,32,68.18
2024-10-14,Colombo Fort - Batticaloa,Intercity,2nd Class,225,183,270,207,67.78
2024-10-14,Colombo Fort - Batticaloa,Intercity,3rd Class,487,391,435,401,89.89
2024-10-14,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,20,30,20,66.67
2024-10-14,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,118,180,128,65.56
2024-10-14,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,256,290,274,88.28
2024-10-14,Colombo Fort - Galle,Slow/Local,1st Class,25,21,30,25,70.0
2024-10-14,Colombo Fort - Galle,Slow/Local,2nd Class,150,125,180,150,69.44
2024-10-14,Colombo Fort - Galle,Slow/Local,3rd Class,325,263,290,325,90.69
2024-10-14,Colombo Fort - Jaffna,Intercity,1st Class,37,30,44,21,68.18
2024-10-14,Colombo Fort - Jaffna,Intercity,2nd Class,225,187,270,121,69.26
2024-10-14,Colombo Fort - Jaffna,Intercity,3rd Class,487,394,435,292,90.57
2024-10-14,Colombo Fort - Matara,Slow/Local,1st Class,25,20,30,15,66.67
2024-10-14,Colombo Fort - Matara,Slow/Local,2nd Class,150,119,180,82,66.11
2024-10-14,Colombo Fort - Matara,Slow/Local,3rd Class,325,261,290,207,90.0
2024-10-14,Colombo Fort - Negombo,Slow/Local,1st Class,25,20,30,19,66.67
2024-10-14,Colombo Fort - Negombo,Slow/Local,2nd Class,150,119,180,103,66.11
2024-10-14,Colombo Fort - Negombo,Slow/Local,3rd Class,325,257,290,229,88.62
2024-10-14,Colombo Fort - Puttalam,Slow/Local,1st Class,25,20,30,23,66.67
2024-10-14,Colombo Fort - Puttalam,Slow/Local,2nd Class,150,119,180,139,66.11
2024-10-14,Colombo Fort - Puttalam,Slow/Local,3rd Class,325,255,290,323,87.93
2024-10-14,Kandy - Badulla,Intercity,1st Class,37,29,44,27,65.91
2024-10-14,Kandy - Badulla,Intercity,2nd Class,225,182,270,172,67.41
2024-10-14,Kandy - Badulla,Intercity,3rd Class,487,383,435,367,88.05
2024-10-14,Kandy - Badulla,Slow/Local,1st Class,25,21,30,18,70.0
2024-10-14,Kandy - Badulla,Slow/Local,2nd Class,150,119,180,101,66.11
2024-10-14,Kandy - Badulla,Slow/Local,3rd Class,325,261,290,230,90.0
2024-10-14,Maradana - Avissawella,Night Mail,1st Class,32,27,38,28,71.05
2024-10-14,Maradana - Avissawella,Night Mail,2nd Class,195,159,234,149,67.95
2024-10-14,Maradana - Avissawella,Night Mail,3rd Class,422,361,377,324,95.76
2024-10-15,Colombo Fort - Anuradhapura,Express,1st Class,45,35,54,32,64.81
2024-10-15,Colombo Fort - Anuradhapura,Express,2nd Class,270,220,324,175,67.9
