record_id,date,year,month,day_of_week,day_type,is_public_holiday,holiday_name,is_covid_lockdown_period,origin_station,destination_station,line_name,distance_km,train_type,class,seat_capacity,tickets_sold,seat_utilization_pct,fare_lkr,revenue_lkr,delay_minutes
53304,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,3rd Class,487,359,73.72,511.94,183786.46,21
53305,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,1st Class,45,42,93.33,1707.44,71712.48,5
53306,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,2nd Class,270,259,95.93,891.55,230911.45,5
53307,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Express,3rd Class,585,585,100.0,472.65,276500.25,5
53308,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,1st Class,25,24,96.0,4460.6,107054.4,11
53309,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,2nd Class,150,150,100.0,2489.48,373422.0,11
53310,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Slow/Local,3rd Class,325,325,100.0,1170.56,380432.0,11
53311,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,35,94.59,4073.56,142574.6,1
53312,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,188,83.56,2272.73,427273.24,1
53313,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,431,88.5,1144.4,493236.4,1
53314,2024-10-24,2024,10,Thursday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Intercity,1st Class,37,36,97.3,2495.38,89833.68,21
53315,2024-10-24,2024,10,Thursday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Intercity,2nd Class,225,215,95.56,1366.14,293720.1,21
53316,2024-10-24,2024,10,Thursday,Weekday,0,,0,Kandy,Badulla,Main Line,171,Intercity,3rd Class,487,487,100.0,672.21,327366.27,21
53317,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,1st Class,25,22,88.0,1796.43,39521.46,10
53318,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,2nd Class,150,114,76.0,1008.57,114976.98,10
53319,2024-10-24,2024,10,Thursday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Slow/Local,3rd Class,325,283,87.08,495.08,140107.64,10
53320,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,21,84.0,1497.69,31451.49,10
53321,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,118,78.67,857.4,101173.2,10
53322,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,280,86.15,392.91,110014.8,10
53323,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,1st Class,25,20,80.0,2931.74,58634.8,6
53324,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,2nd Class,150,127,84.67,1590.97,202053.19,6
53325,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,3rd Class,325,280,86.15,790.07,221219.6,6
53326,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,20,80.0,2393.83,47876.6,1
53327,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,123,82.0,1304.52,160455.96,1
53328,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,267,82.15,626.87,167374.29,1
53329,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,1st Class,37,29,78.38,1818.8,52745.2,14
53330,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,2nd Class,225,192,85.33,955.55,183465.6,14
53331,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Intercity,3rd Class,487,397,81.52,478.76,190067.72,14
53332,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,1st Class,32,30,93.75,1842.42,55272.6,44
53333,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,2nd Class,195,188,96.41,956.32,179788.16,44
53334,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,3rd Class,422,418,99.05,494.73,206797.14,44
53335,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,1st Class,37,36,97.3,4611.11,165999.96,5
53336,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,2nd Class,225,207,92.0,2554.98,528880.86,5
53337,2024-10-25,2024,10,Friday,Weekday,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Intercity,3rd Class,487,468,96.1,1202.56,562798.08,5
53338,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,36,97.3,1423.7,51253.2,0
53339,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,217,96.44,760.39,165004.63,0
53340,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,487,100.0,372.51,181412.37,0
53341,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,1st Class,25,25,100.0,1696.17,42404.25,18
53342,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,2nd Class,150,150,100.0,906.73,136009.5,18
53343,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,3rd Class,325,306,94.15,454.66,139125.96,18
53344,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,1st Class,37,33,89.19,5557.33,183391.89,3
53345,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,2nd Class,225,219,97.33,3128.4,685119.6,3
53346,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Jaffna,Northern Line,396,Intercity,3rd Class,487,479,98.36,1559.02,746770.58,3
53347,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,1st Class,32,27,84.38,2372.13,64047.51,2
53348,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,2nd Class,195,190,97.44,1307.51,248426.9,2
53349,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,3rd Class,422,390,92.42,645.55,251764.5,2
53350,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,1st Class,25,21,84.0,3108.09,65269.89,16
53351,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,2nd Class,150,142,94.67,1672.94,237557.48,16
53352,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Slow/Local,3rd Class,325,305,93.85,835.35,254781.75,16
53353,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,23,92.0,2207.34,50768.82,13
53354,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,135,90.0,1316.29,177699.15,13
53355,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,307,94.46,630.61,193597.27,13
53356,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,1st Class,37,33,89.19,3786.44,124952.52,1
53357,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,2nd Class,225,190,84.44,2064.38,392232.2,1
53358,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Intercity,3rd Class,487,429,88.09,955.41,409870.89,1
53359,2024-10-26,2024,10,Saturday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Express,1st Class,45,38,84.44,2601.94,98873.72,14
53360,2024-10-26,2024,10,Saturday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Express,2nd Class,270,213,78.89,1334.94,284342.22,14
53361,2024-10-26,2024,10,Saturday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Express,3rd Class,585,448,76.58,654.18,293072.64,14
53362,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,1st Class,25,25,100.0,1416.72,35418.0,16
53363,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,2nd Class,150,150,100.0,737.03,110554.5,16
53364,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Slow/Local,3rd Class,325,325,100.0,352.61,114598.25,16
53365,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,1st Class,45,38,84.44,4749.02,180462.76,4
53366,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,2nd Class,270,241,89.26,2511.8,605343.8,4
53367,2024-10-26,2024,10,Saturday,Weekend,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,3rd Class,585,559,95.56,1149.43,642531.37,4
53368,2024-10-27,2024,10,Sunday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,1st Class,25,23,92.0,2490.06,57271.38,19
53369,2024-10-27,2024,10,Sunday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,2nd Class,150,141,94.0,1369.75,193134.75,19
53370,2024-10-27,2024,10,Sunday,Weekend,0,,0,Kandy,Badulla,Main Line,171,Slow/Local,3rd Class,325,300,92.31,706.03,211809.0,19
53371,2024-10-27,2024,10,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,1st Class,25,23,92.0,867.3,19947.9,8
53372,2024-10-27,2024,10,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,2nd Class,150,139,92.67,469.27,65228.53,8
53373,2024-10-27,2024,10,Sunday,Weekend,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,3rd Class,325,306,94.15,222.7,68146.2,8
53374,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,1st Class,37,28,75.68,2932.9,82121.2,14
53375,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,2nd Class,225,177,78.67,1549.37,274238.49,14
53376,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,3rd Class,487,348,71.46,755.64,262962.72,14
53377,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,1st Class,25,17,68.0,1676.21,28495.57,12
53378,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,2nd Class,150,91,60.67,902.63,82139.33,12
53379,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Galle,Coastal Line,116,Slow/Local,3rd Class,325,200,61.54,458.1,91620.0,12
53380,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,1st Class,25,23,92.0,1814.15,41725.45,0
53381,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,2nd Class,150,150,100.0,965.19,144778.5,0
53382,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kandy,Main Line,121,Slow/Local,3rd Class,325,325,100.0,496.64,161408.0,0
53383,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,1st Class,32,28,87.5,2309.19,64657.32,20
53384,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,2nd Class,195,184,94.36,1250.02,230003.68,20
53385,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Matara,Coastal Line,160,Night Mail,3rd Class,422,369,87.44,614.98,226927.62,20
53386,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,1st Class,45,42,93.33,3841.02,161322.84,7
53387,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,2nd Class,270,270,100.0,2279.64,615502.8,7
53388,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Express,3rd Class,585,567,96.92,1065.68,604240.56,7
53389,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,1st Class,37,31,83.78,1814.09,56236.79,19
53390,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,2nd Class,225,203,90.22,1007.35,204492.05,19
53391,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Intercity,3rd Class,487,451,92.61,497.41,224331.91,19
53392,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,1st Class,32,30,93.75,1718.78,51563.4,2
53393,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,2nd Class,195,181,92.82,934.81,169200.61,2
53394,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kandy,Main Line,121,Night Mail,3rd Class,422,360,85.31,479.73,172702.8,2
53395,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Express,1st Class,45,39,86.67,4298.07,167624.73,6
53396,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Express,2nd Class,270,232,85.93,2311.48,536263.36,6
53397,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Badulla,Main Line,292,Express,3rd Class,585,491,83.93,1141.37,560412.67,6
53398,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,1st Class,45,45,100.0,4741.89,213385.05,5
53399,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,2nd Class,270,270,100.0,2521.86,680902.2,5
53400,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Batticaloa,Batticaloa Line,314,Express,3rd Class,585,556,95.04,1206.5,670814.0,5
53401,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Night Mail,1st Class,32,29,90.62,1397.7,40533.3,4
53402,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Night Mail,2nd Class,195,195,100.0,723.14,141012.3,4
53403,2024-10-27,2024,10,Sunday,Weekend,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Night Mail,3rd Class,422,361,85.55,368.78,133129.58,4
53404,2024-10-28,2024,10,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,1st Class,25,16,64.0,853.14,13650.24,1
53405,2024-10-28,2024,10,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,2nd Class,150,96,64.0,433.15,41582.4,1
53406,2024-10-28,2024,10,Monday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Slow/Local,3rd Class,325,225,69.23,229.21,51572.25,1
53407,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,25,67.57,1437.93,35948.25,4
53408,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,182,80.89,733.64,133522.48,4
53409,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,336,68.99,357.94,120267.84,4
53410,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,24,96.0,2239.1,53738.4,5
53411,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,150,100.0,1283.29,192493.5,5
53412,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,301,92.62,632.49,190379.49,5
53413,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,45,100.0,1919.09,86359.05,9
53414,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,270,100.0,927.53,250433.1,9
53415,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,585,100.0,482.34,282168.9,9
53416,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,1st Class,37,29,78.38,4296.1,124586.9,4
53417,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,2nd Class,225,178,79.11,2376.06,422938.68,4
53418,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Badulla,Main Line,292,Intercity,3rd Class,487,402,82.55,1151.8,463023.6,4
53419,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Express,1st Class,45,45,100.0,3639.0,163755.0,1
53420,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Express,2nd Class,270,235,87.04,2091.34,491464.9,1
53421,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Express,3rd Class,585,545,93.16,967.94,527527.3,1
53422,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Express,1st Class,45,39,86.67,2345.79,91485.81,14
53423,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Express,2nd Class,270,238,88.15,1230.17,292780.46,14
53424,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Express,3rd Class,585,543,92.82,615.92,334444.56,14
53425,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,1st Class,37,35,94.59,1641.84,57464.4,5
53426,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,2nd Class,225,202,89.78,933.17,188500.34,5
53427,2024-10-28,2024,10,Monday,Weekday,0,,0,Colombo Fort,Galle,Coastal Line,116,Intercity,3rd Class,487,410,84.19,448.2,183762.0,5
53428,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,1st Class,37,22,59.46,2164.22,47612.84,10
53429,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,2nd Class,225,126,56.0,1294.56,163114.56,10
53430,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,3rd Class,487,340,69.82,630.73,214448.2,10
53431,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Intercity,1st Class,37,32,86.49,549.91,17597.12,30
53432,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Intercity,2nd Class,225,191,84.89,292.97,55957.27,30
53433,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Intercity,3rd Class,487,400,82.14,152.96,61184.0,30
53434,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,1st Class,25,18,72.0,1379.44,24829.92,16
53435,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,2nd Class,150,119,79.33,774.93,92216.67,16
53436,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Slow/Local,3rd Class,325,251,77.23,395.81,99348.31,16
53437,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,1st Class,45,16,35.56,3016.12,48257.92,8
53438,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,2nd Class,270,107,39.63,1658.97,177509.79,8
53439,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Express,3rd Class,585,239,40.85,788.62,188480.18,8
53440,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,1st Class,25,21,84.0,3858.08,81019.68,17
53441,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,2nd Class,150,120,80.0,2031.46,243775.2,17
53442,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Vavuniya,Northern Line,259,Slow/Local,3rd Class,325,292,89.85,984.29,287412.68,17
53443,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,1st Class,45,40,88.89,1801.62,72064.8,6
53444,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,2nd Class,270,239,88.52,939.04,224430.56,6
53445,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Kandy,Main Line,121,Express,3rd Class,585,518,88.55,489.29,253452.22,6
53446,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,1st Class,45,28,62.22,1923.13,53847.64,19
53447,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,2nd Class,270,161,59.63,1035.81,166765.41,19
53448,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Colombo Fort,Puttalam,Puttalam Line,130,Express,3rd Class,585,401,68.55,513.91,206077.91,19
53449,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,1st Class,45,45,100.0,851.76,38329.2,15
53450,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,2nd Class,270,270,100.0,461.82,124691.4,15
53451,2024-10-29,2024,10,Tuesday,Weekday,0,,0,Maradana,Avissawella,Kelani Valley Line,58,Express,3rd Class,585,569,97.26,219.73,125026.37,15
53452,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,1st Class,32,32,100.0,1459.67,46709.44,11
53453,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,2nd Class,195,176,90.26,811.69,142857.44,11
53454,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Ratnapura,Main Line branch,101,Night Mail,3rd Class,422,401,95.02,402.08,161234.08,11
53455,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,1st Class,25,21,84.0,3756.53,78887.13,22
53456,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,2nd Class,150,119,79.33,2151.77,256060.63,22
53457,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Trincomalee,Trincomalee Line,267,Slow/Local,3rd Class,325,250,76.92,1026.31,256577.5,22
53458,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,1st Class,37,32,86.49,2914.98,93279.36,16
53459,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,2nd Class,225,200,88.89,1626.05,325210.0,16
53460,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Anuradhapura,Northern Line,205,Intercity,3rd Class,487,410,84.19,805.21,330136.1,16
53461,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,1st Class,37,26,70.27,1350.39,35110.14,9
53462,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,2nd Class,225,167,74.22,732.95,122402.65,9
53463,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Kurunegala,Northern Line,94,Intercity,3rd Class,487,333,68.38,370.16,123263.28,9
53464,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,1st Class,37,32,86.49,2461.23,78759.36,15
53465,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,2nd Class,225,186,82.67,1317.85,245120.1,15
53466,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Intercity,3rd Class,487,400,82.14,610.49,244196.0,15
53467,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,1st Class,25,19,76.0,2315.1,43986.9,10
53468,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,2nd Class,150,117,78.0,1285.18,150366.06,10
53469,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Matara,Coastal Line,160,Slow/Local,3rd Class,325,267,82.15,634.54,169422.18,10
53470,2024-10-30,2024,10,Wednesday,Weekday,0,,0,Colombo Fort,Negombo,Main Line,37,Slow/Local,1st Class,25,22,88.0,520.71,11455.62,12
